UO CADASTRADORA,12106,TRF - 5a. Regi�o
UO DEVEDORA,20201,INCRA
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896714420184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,131.503
"",,TRABALHO,
2019,02896705920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02898862020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,230.122
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02899027120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,220.003
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,03079577020184050000,ISONOMIAEQUIVALENCIA SALARIAL  SISTEMA REMUNERATORIO E BENEFICIOS,73.908
"",,SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02899096320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02899087820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,311.445
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02899079320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,82.773
"",,TRABALHO,
2019,02899061120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,212.196
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02899052620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,212.804
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02898931220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,107.770
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02899035620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,220.339
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02898949420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,86.609
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02899018620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,3.307
"",,TRABALHO,
2019,02899000420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,182.668
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02898991920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,205.313
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02898983420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,216.094
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02898974920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,221.180
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02898966420184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,37.208
"",,TRABALHO,
2019,02896670720184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,34.606
"",,TRABALHO,
2019,02899044120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,222.721
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896410920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896697420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,312.162
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896489820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,211.700
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896471620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,293.651
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896463120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,155.141
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896454620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896446120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896506820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,210.663
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896429120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,311.309
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896515320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,219.613
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896402420184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,136.624
"",,TRABALHO,
2019,02896393920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896385420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,220.248
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896376920184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,17.093
"",,TRABALHO,
2019,02896368420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,202.478
2019,02896350220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,207.673
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02847747020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,109.791
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896437620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,293.498
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896593020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,115.058
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896333220184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,64.953
"",,TRABALHO,
2019,02896662220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896653720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,310.467
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896645220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,311.722
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896636720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896628220184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,69.005
"",,TRABALHO,
2019,02896498320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,221.794
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896601520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,106.877
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896688920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,218.170
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896584520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,228.831
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896576020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,230.551
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896567520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,226.637
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896559020184050000,GRATIFICACAO DE INCENTIVO  SISTEMA REMUNERATORIO E BENEFICIOS,179.836
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896540820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,7.205
"",,TRABALHO,
2019,02896532320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,136.898
"",,TRABALHO,
2019,02896523820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,110.085
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02896619720184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,3.632
"",,TRABALHO,
2019,02792959620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,11.424
"",,TRABALHO,
2019,02793037320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793028820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,506.645
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793010620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,52.122
"",,TRABALHO,
2019,02793002120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02792993620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,668.821
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02792985120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,326.152
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778894020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02792968120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,333.853
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793062820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02792941420184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,217.053
"",,TRABALHO,
2019,02792932920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778937720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778929220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778911020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,216.392
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02847764020184050000,IRPFIMPOSTO DE RENDA DE PESSOA FISICA  IMPOSTOS  TRIBUTARIO,1.211
2019,02792976620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,332.095
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793132020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,207.603
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02839570620184050000,REAJUSTE DE REMUNERACAO PROVENTOS OU PENSAO  SERVIDOR PUBLICO CIVIL,86.293
"",,ADMINISTRATIVO,
2019,02837535920184050000,OBRIGACAO DE FAZERNAO FAZER  LIQUIDACAOCUMPRIMENTOEXECUCAO,78.964
"",,DIREITO PROCESSUAL CIVIL E DO TRABALHO,
2019,02827272620184050000,CONCESSAO  PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,106.328
2019,02813849220184050000,ISONOMIAEQUIVALENCIA SALARIAL  SISTEMA REMUNERATORIO E BENEFICIOS,537.801
2019,02793349320184050000,PARCELAMENTO  SUSPENSAO DA EXIGIBILIDADE  CREDITO TRIBUTARIO,7.115.811
"",,TRIBUTARIO,
2019,02793297120184050000,REFISPROGRAMA DE RECUPERACAO FISCAL  REGIMES ESPECIAIS DE TRIBUTACAO,1.206.532
"",,TRIBUTARIO,
2019,02793045820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,251.543
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793140520184050000,PLANO DE CLASSIFICACAO DE CARGOS  SISTEMA REMUNERATORIO E BENEFICIOS,95.799
"",,SERVIDOR  PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793054320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793123520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,222.721
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793115020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793106520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,508.620
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793098020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,198.063
"",,TRABALHO,
2019,02793089520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793071320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778885520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,181.810
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02793227920184050000,RETIDO NA FONTE  IRPFIMPOSTO DE RENDA DE PESSOA FISICA  IMPOSTOS,120.163
"",,TRIBUTARIO,
2019,02778617220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778694920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,236.973
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778686420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778677920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778669420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,253.138
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778651220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778642720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,507.004
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778902520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,326.152
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778625720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778720420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778608720184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,254.310
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778590520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,507.384
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778582020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,10.373
"",,TRABALHO,
2019,02778573520184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,51.867
"",,TRABALHO,
2019,02778565020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,217.131
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778556520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,491.205
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778634220184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,108.566
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778799320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778877020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,493.410
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778868520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,109.552
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778850320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,658.769
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778841820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,495.659
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778833320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,69.260
"",,TRABALHO,
2019,02778824820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,13.852
"",,TRABALHO,
2019,02778703420184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,501.196
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778807820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,10.918
"",,TRABALHO,
2019,02778711920184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,506.264
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778781120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,219.104
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778772620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,326.152
2019,02778764120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,263.190
"",,TRABALHO,
2019,02778755620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,504.106
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02778747120184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,11.496
"",,TRABALHO,
2019,02778738620184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,57.481
"",,TRABALHO,
2019,02843728620184050000,PROMOCAOASCENSAO  REGIME ESTATUTARIO  SERVIDOR PUBLICO CIVIL,144.219
"",,ADMINISTRATIVO,
2019,02778816320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,109.552
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844143820184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,35.954
"",,TRABALHO,
2019,02844221520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,72.852
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844213020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,65.559
"",,TRABALHO,
2019,02844204520184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,6.921
"",,TRABALHO,
2019,02844196020184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,100.002
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844187520184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,96.297
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844179020184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,49.467
"",,TRABALHO,
2019,02840948520184050000,REINTEGRACAO  REGIME  SERVIDOR PUBLICO MILITAR  ADMINISTRATIVO,9.696
2019,02844152320184050000,SUCUMBENCIA  PARTES E PROCURADORES  DIREITO PROCESSUAL CIVIL E DO,7.442
"",,TRABALHO,
2019,02844282220184050000,AVERBACAOCONTAGEM DE TEMPO ESPECIAL  TEMPO DE SERVICO  SERVIDOR,48.865
"",,PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844135320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,310.755
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844126820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,71.637
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844118320184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,87.246
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844109820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,155.380
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844091620184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,109.552
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844083120184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,58.880
"",,OU PENSAO  SERVIDOR PUBLICO CIVIL  ADMINISTRATIVO,
2019,02844160820184050000,INDICE DE 2886% LEI 86221993 E 86271993  REAJUSTE DE REMUNERACAO PROVENTOS,58.880
